,Title,Year,AltTitleList
5994,Röntgentherapie,1923,Röntgentherapie
5995,Röntgentherapie,1923,Röntgentherapie
5996,Schmieden und Pressen,1923,Schmieden und Pressen
5997,Schmieden und Pressen,1923,Schmieden und Pressen
5998,Schnellastwagen mit Riesenluftreifen,1923,Schnellastwagen mit Riesenluftreifen
5999,Schriften der Arbeitsgemeinschaft Deutscher Betriebsingenieure,1923,Schriften der Arbeitsgemeinschaft Deutscher Betriebsingenieure
6000,Schwestern-Lehrbuch für Schwestern und Krankenpfleger,1923,Schwestern-Lehrbuch für Schwestern und Krankenpfleger
6001,Seele und Leben,1923,Seele und Leben
6002,Soziale Pathologie,1923,Soziale Pathologie
6003,Sporthygiene,1923,Sporthygiene
6004,Spulwurmerkrankung,1923,Spulwurmerkrankung
6005,Statik,1923,Statik
6007,Studien über Vererbung und Entstehung Geistiger Störungen,1923,Studien über Vererbung und Entstehung Geistiger Störungen
6009,Tabelle und Anleitung zur Ermittelung des Fettgehaltes nach vereinfachtem Verfahren in Nahrungsmitteln · Futtermitteln und Gebrauchsgegenständen,1923,Tabelle und Anleitung zur Ermittelung des Fettgehaltes nach vereinfachtem Verfahren in Nahrungsmitteln · Futtermitteln und Gebrauchsgegenständen
6010,Taschenbuch für den Fabrikbetrieb,1923,Taschenbuch für den Fabrikbetrieb
6011,Taylorsystem und Physiologie der beruflichen Arbeit,1923,Taylorsystem und Physiologie der beruflichen Arbeit
6012,Technik der Inhalationstherapie,1923,Technik der Inhalationstherapie
6013,Technik der Inhalationstherapie,1923,Technik der Inhalationstherapie
6014,Technik und Praxis der Kammgarnspinnerei,1923,Technik und Praxis der Kammgarnspinnerei
6015,Technische Messungen bei Maschinenuntersuchungen und zur Betriebskontrolle,1923,Technische Messungen bei Maschinenuntersuchungen und zur Betriebskontrolle
6019,Technische Wärmelehre der Gase und Dämpfe,1923,Technische Wärmelehre der Gase und Dämpfe
6020,Technischer Selbstunterricht für das deutsche Volk/Maschinenbau und Elektrotechnik,1923,Technischer Selbstunterricht für das deutsche Volk/Maschinenbau und Elektrotechnik
6021,Teilkopfarbeiten,1923,Teilkopfarbeiten
6022,Teilkopfarbeiten,1923,Teilkopfarbeiten
6023,Telephon- und Signal-Anlagen,1923,Telephon- und Signal-Anlagen
6024,Topographische Anatomie Dringlicher Operationen,1923,Topographische Anatomie Dringlicher Operationen
6025,Über angeborene Zwerchfellhernien,1923,Über angeborene Zwerchfellhernien
6026,Ueber angeborenes Fehlen und Defektbildung der Linse,1923,Ueber angeborenes Fehlen und Defektbildung der Linse
6027,Über das leukozytäre Blutbild bei Masern und Scharlach,1923,Über das leukozytäre Blutbild bei Masern und Scharlach
6028,Über das Verhalten keimfreier Abortuskultur filtrate in vitro und in vivo,1923,Über das Verhalten keimfreier Abortuskultur filtrate in vitro und in vivo
6029,Über den Einfluss der Massage auf die Zirkulation,1923,Über den Einfluss der Massage auf die Zirkulation
6030,Über die Beteiligung des metallenen Gehäuses an den Entladungsvorgängen in Großgleichrichtern,1923,Über die Beteiligung des metallenen Gehäuses an den Entladungsvorgängen in Großgleichrichtern
6031,Über die Einwirkung der Suggestion auf die motorische Einstellung,1923,Über die Einwirkung der Suggestion auf die motorische Einstellung
6032,Ueber die Entwicklung des geburtshilflichen Dämmerschlafes mit besonderer Berücksichtiung seines Einflusses auf das Kind,1923,Ueber die Entwicklung des geburtshilflichen Dämmerschlafes mit besonderer Berücksichtiung seines Einflusses auf das Kind
6033,Über die Häufigkeit der Gonorrhoe im Kriege &lt;unter Zugrundelegung der in der Heidelberger Universitäts-Frauenklinik beobachteten Fälle&gt;,1923,Über die Häufigkeit der Gonorrhoe im Kriege &lt;unter Zugrundelegung der in der Heidelberger Universitäts-Frauenklinik beobachteten Fälle&gt;
6034,Über die Wirkung der Kohlensäure auf das Froschherz,1923,Über die Wirkung der Kohlensäure auf das Froschherz
6035,Über Durchschlagseigenschaften von Transformatorenölen,1923,Über Durchschlagseigenschaften von Transformatorenölen
6036,Über parenterale Schwefeltherapie,1923,Über parenterale Schwefeltherapie
6037,Über Schrumpfniere,1923,Über Schrumpfniere
6038,Über Schwingungserscheinungen in Entladungsröhren,1923,Über Schwingungserscheinungen in Entladungsröhren
6039,(Ueber Veränderungen der physikalisch-chemischen Struktur der Blutflüssigkeit bei der Tuberkulose und ihre Beziehungen zur Prognose),1923,(Ueber Veränderungen der physikalisch-chemischen Struktur der Blutflüssigkeit bei der Tuberkulose und ihre Beziehungen zur Prognose)
6040,Über Wasserkraftanlagen,1923,Über Wasserkraftanlagen
6041,"Universal-Rechner für Dutzend-, Meter-, Stück-, Paar-, Kilo- etc. Berechnungen",1923,"Universal-Rechner für Dutzend-, Meter-, Stück-, Paar-, Kilo- etc. Berechnungen"
6042,Unsere Lebensmittel vom Standpunkt der Vitaminforschung,1923,Unsere Lebensmittel vom Standpunkt der Vitaminforschung
6043,Unterbau,1923,Unterbau
6044,Untersuchungen über physikalisch-chemische Veränderungen der Blutflüssigkeit nach warmen und kalten Vollbädern,1923,Untersuchungen über physikalisch-chemische Veränderungen der Blutflüssigkeit nach warmen und kalten Vollbädern
6045,Verbrennungslehre und Feuerungstechnik,1923,Verbrennungslehre und Feuerungstechnik
6046,Verbrennungslehre und Feuerungstechnik,1923,Verbrennungslehre und Feuerungstechnik
6049,Verschleierung der Angaben von Elektrizitätszählern und Abhilfe,1923,Verschleierung der Angaben von Elektrizitätszählern und Abhilfe
6050,Versuche mit Silikatzementen,1923,Versuche mit Silikatzementen
6051,Vorlesungen Über Allgemeine Konstitutions- und Vererbungslehre,1923,Vorlesungen Über Allgemeine Konstitutions- und Vererbungslehre
6052,Vorlesungen Über Allgemeine Konstitutions- und Vererbungslehre,1923,Vorlesungen Über Allgemeine Konstitutions- und Vererbungslehre
6053,Vorschriften für die Konstruktion und Prüfung von Installationsmaterial,1923,Vorschriften für die Konstruktion und Prüfung von Installationsmaterial
6054,Wachstum und Altern,1923,Wachstum und Altern
6055,Wärmewirtschaftsfragen,1923,Wärmewirtschaftsfragen
6056,Was haben wir bei unserer Ernährung im Haushalt zu beachten?,1923,Was haben wir bei unserer Ernährung im Haushalt zu beachten?
6057,Was haben wir bei unserer Ernährung im Haushalt zu beachten?,1923,Was haben wir bei unserer Ernährung im Haushalt zu beachten?
6058,Werkstattbau,1923,Werkstattbau
6059,Werkstoffprüfung für Maschinen- und Eisenbau,1923,Werkstoffprüfung für Maschinen- und Eisenbau
6061,Zahnheilkundliches aus dem chirurgischen Werke des Hieronymus Fabricius ab Aquapendente,1923,Zahnheilkundliches aus dem chirurgischen Werke des Hieronymus Fabricius ab Aquapendente
6075,Zur Frage der Arteinheit der Malariaplasmodien,1923,Zur Frage der Arteinheit der Malariaplasmodien
6076,Zur Frage der Spezifität des Noltzeschen Sedimentierungsverfahrens zur Diagnose der ansteckenden Blutarmut,1923,Zur Frage der Spezifität des Noltzeschen Sedimentierungsverfahrens zur Diagnose der ansteckenden Blutarmut
6077,Zur Frage der Spezifität des Noltzeschen Sedimentierungsverfahrens zur Diagnose der ansteckenden Blutarmut,1923,Zur Frage der Spezifität des Noltzeschen Sedimentierungsverfahrens zur Diagnose der ansteckenden Blutarmut
6078,Zur operativen Behandlung der Darmgangrän infolge von Brucheinklemmung und Ileus,1923,Zur operativen Behandlung der Darmgangrän infolge von Brucheinklemmung und Ileus
6079,Zur Physiologie und Pathologie des Skelettmuskeltonus,1923,Zur Physiologie und Pathologie des Skelettmuskeltonus
6080,Zur Physiologie und Pathologie des Skelettmuskeltonus,1923,Zur Physiologie und Pathologie des Skelettmuskeltonus
6082,Über einen Fall von Hämangiom des Dünndarms,1923,Über einen Fall von Hämangiom des Dünndarms
6083,"Chloroformniere, Niereninsuffizienz und ihre operative Heilung",1923,"Chloroformniere, Niereninsuffizienz und ihre operative Heilung"
6084,Zur Pathologie des Halssympathicus,1923,Zur Pathologie des Halssympathicus
6085,Gasbacilleninfektion des Pankreas und Pankreasnekrose,1923,Gasbacilleninfektion des Pankreas und Pankreasnekrose
6086,Sind die Carcinoide Progonoblastome?,1923,Sind die Carcinoide Progonoblastome?
6087,Pathologisch-anatomische Veränderungen der Carotisdrüse,1923,Pathologisch-anatomische Veränderungen der Carotisdrüse
6088,Die Wirkung der Röntgenstrahlen auf die Katalase,1923,Die Wirkung der Röntgenstrahlen auf die Katalase
6089,Die Speicherung saurer Vitalfarbstoffe in den Zellen mit Beziehung auf die Probleme der Phagocytose und der Zellpermeabilität,1923,Die Speicherung saurer Vitalfarbstoffe in den Zellen mit Beziehung auf die Probleme der Phagocytose und der Zellpermeabilität
6090,Die Dimensionen und die Senkungsgeschwindigkeit der Erythrocyten des Menschen in Beziehung zum Hämoglobin-Verteilungsgesetz,1923,Die Dimensionen und die Senkungsgeschwindigkeit der Erythrocyten des Menschen in Beziehung zum Hämoglobin-Verteilungsgesetz
6091,Befruchtungsstudien,1923,Befruchtungsstudien
6092,"Über den Einfluß der Farbe, Sättigung und Ausdehnung des Lichtreizes auf die Empfindungszeit und den zeitlichen Verlauf der Gresichtsempfindung",1923,"Über den Einfluß der Farbe, Sättigung und Ausdehnung des Lichtreizes auf die Empfindungszeit und den zeitlichen Verlauf der Gresichtsempfindung"
6093,Über die Ursachen der Emigration der Leukocyten,1923,Über die Ursachen der Emigration der Leukocyten
6094,Über irreziproke Permeabilität,1923,Über irreziproke Permeabilität
6095,Untersuchungen über den Rhythmus der Muskelkontraktion,1923,Untersuchungen über den Rhythmus der Muskelkontraktion
6096,Der Einfluß der Röntgenstrahlen auf Eiweißkörper,1923,Der Einfluß der Röntgenstrahlen auf Eiweißkörper
6097,Reagensglasmethoden zum Nachweis von Gewebsschädigungen und Gewebstod,1923,Reagensglasmethoden zum Nachweis von Gewebsschädigungen und Gewebstod
6098,Die Ausscheidung von sauren Vitalfarbstoffen durch die Nieren und der Mechanismus der Nierenwirkung,1923,Die Ausscheidung von sauren Vitalfarbstoffen durch die Nieren und der Mechanismus der Nierenwirkung
6099,Ein Neurinom des Nervus obturatorius unter dem Bilde einer tiefgelegenen Cyste der Adduktorengegend,1923,Ein Neurinom des Nervus obturatorius unter dem Bilde einer tiefgelegenen Cyste der Adduktorengegend
6100,Theoretisches und Praktisches zur Narkosenfrage,1923,Theoretisches und Praktisches zur Narkosenfrage
6101,Über einen Fall von Xanthofibrosarkom der Bursa subachillea anterior,1923,Über einen Fall von Xanthofibrosarkom der Bursa subachillea anterior
6102,Beitrag zur Frage der „kryptogenetischen Peritonitis”,1923,Beitrag zur Frage der „kryptogenetischen Peritonitis”
6103,Zur Neurinomfrage,1923,Zur Neurinomfrage
6104,über den gegenwÄrtigen Stand und die Aussichten der Behandlung der Schenkelhalsfrakturen,1923,über den gegenwÄrtigen Stand und die Aussichten der Behandlung der Schenkelhalsfrakturen
6105,Ein beitrag zur ostitis fibrosa,1923,Ein beitrag zur ostitis fibrosa
6106,Ein fall von knochenbildnng in der laparotomienarbe,1923,Ein fall von knochenbildnng in der laparotomienarbe
6107,Carcinoma periproctale recti,1923,Carcinoma periproctale recti
6108,Die nephropexie durch fascienreffung,1923,Die nephropexie durch fascienreffung
6109,SarkomverdÄchtige Granulationsgeschwulst auf dem Boden eines Röntgenulcus,1923,SarkomverdÄchtige Granulationsgeschwulst auf dem Boden eines Röntgenulcus
6110,über Bruchsackeiterung bei interstitiellem inkarzeriertem Darmwandbruch,1923,über Bruchsackeiterung bei interstitiellem inkarzeriertem Darmwandbruch
6111,Die isolierten Gelenkfortsatzbrüche der LendenwirbelsÄule,1923,Die isolierten Gelenkfortsatzbrüche der LendenwirbelsÄule
6112,Zur Pathogenese und Therapie der traumatischen Epilepsie,1923,Zur Pathogenese und Therapie der traumatischen Epilepsie
6113,über Starkstromverletzungen,1923,über Starkstromverletzungen
6114,Experimentelle Untersuchungen über die Aufhebung von Giftresorption durch abriegelnde Bluteinspritzung,1923,Experimentelle Untersuchungen über die Aufhebung von Giftresorption durch abriegelnde Bluteinspritzung
6115,Eine neue Methode zur aseptischen End-zu-End-anastomose des Dickdarmes,1923,Eine neue Methode zur aseptischen End-zu-End-anastomose des Dickdarmes
6116,Zur Kasuistik und Statistik der Schädelschüsse im Heimatlazarett,1923,Zur Kasuistik und Statistik der Schädelschüsse im Heimatlazarett
6117,Ruptur der Sehne des langen Bicepskopfes bei Syringomyelie,1923,Ruptur der Sehne des langen Bicepskopfes bei Syringomyelie
6118,über primÄre Sarkombildung in beiden Nieren,1923,über primÄre Sarkombildung in beiden Nieren
6119,"Die Bronchusunterbindung, ein Beitrag zur experimentellen Lungenpathologie und -chirurgie",1923,"Die Bronchusunterbindung, ein Beitrag zur experimentellen Lungenpathologie und -chirurgie"
6120,Zur Frage der abortiven Form der Chondrodystrophia foetalis,1923,Zur Frage der abortiven Form der Chondrodystrophia foetalis
6121,Die operative Versteifung der WirbelsÄule bei der Spondylitis tuberculosa,1923,Die operative Versteifung der WirbelsÄule bei der Spondylitis tuberculosa
6122,Ein weiterer Fall von operierter Mondbeinverrenkung,1923,Ein weiterer Fall von operierter Mondbeinverrenkung
6123,Beitrag zur Chirurgie des Magen- und Duodenal-geschwüres und seiner Komplikationen,1923,Beitrag zur Chirurgie des Magen- und Duodenal-geschwüres und seiner Komplikationen
6124,Literarisch-statistische Untersuchungen über die einfache und die dystrophische Form der sog. Epidermolysis (autonome Bullosis mechanica),1923,Literarisch-statistische Untersuchungen über die einfache und die dystrophische Form der sog. Epidermolysis (autonome Bullosis mechanica)
6125,Über die nichtspezifische Epididymitis,1923,Über die nichtspezifische Epididymitis
6126,Klinische Studien zur Variola-Vaccineimmunität,1923,Klinische Studien zur Variola-Vaccineimmunität
6127,Über eine eigenartige Epitheliose (Epitheliosis acneiformis),1923,Über eine eigenartige Epitheliose (Epitheliosis acneiformis)
6128,Zur Frage des serologischen Krebsnachweises,1923,Zur Frage des serologischen Krebsnachweises
6129,Beitrag zur Klinik der Chorionangiome,1923,Beitrag zur Klinik der Chorionangiome
6130,Der Gasstoffwechsel Schwangerer und seine Beziehungen zur Eklampsie,1923,Der Gasstoffwechsel Schwangerer und seine Beziehungen zur Eklampsie
6131,Klinische Erfahrungen über die Dekapitation mit dem Hakenmesser,1923,Klinische Erfahrungen über die Dekapitation mit dem Hakenmesser
6132,"Über die Regeneration der Uterusmuskulatur, besonders bei der Explantation",1923,"Über die Regeneration der Uterusmuskulatur, besonders bei der Explantation"
6133,Anatomie und Klinik der Metropathia haemorrhagica,1923,Anatomie und Klinik der Metropathia haemorrhagica
6134,Zur Pathologie des Corpus luteum,1923,Zur Pathologie des Corpus luteum
6135,Innere Blutungen infolge Ruptur eines Corpus luteum,1923,Innere Blutungen infolge Ruptur eines Corpus luteum
6136,Über retroperitoneale und mesenteriale Tumoren,1923,Über retroperitoneale und mesenteriale Tumoren
6137,Zur Behandlung beginnender Portiocarcinome,1923,Zur Behandlung beginnender Portiocarcinome
6138,Capillarmikroskopische Untersuchungen,1923,Capillarmikroskopische Untersuchungen
6139,Über Plattenepithelbefunde im Gebärmutterkörperkrebs,1923,Über Plattenepithelbefunde im Gebärmutterkörperkrebs
6140,Ruptur eines Aneurysmas der Arterie lienalis in der Gravidität mit tödlicher Blutung,1923,Ruptur eines Aneurysmas der Arterie lienalis in der Gravidität mit tödlicher Blutung
6141,Über die Entstehung von Scleralausbuchtungen unter dem Sehnerveneintritt an Kolobomaugen,1923,Über die Entstehung von Scleralausbuchtungen unter dem Sehnerveneintritt an Kolobomaugen
6142,Zur vergleichenden Chemie der Hornhaut und der Lederhaut des Auges,1923,Zur vergleichenden Chemie der Hornhaut und der Lederhaut des Auges
6143,Hydrophthalmus und angeborene Hornhauttrübungen,1923,Hydrophthalmus und angeborene Hornhauttrübungen
6144,Beiträge zur Anatomie und Physiologie des Vogelauges,1923,Beiträge zur Anatomie und Physiologie des Vogelauges
6145,Idiotypischer doppelseitiger kompletter Anophthalmus infolge von Aplasie des Vorder- und Mittelhirns bei einem 12 Tage alten Kaninchenembryo,1923,Idiotypischer doppelseitiger kompletter Anophthalmus infolge von Aplasie des Vorder- und Mittelhirns bei einem  Tage alten Kaninchenembryo
6146,Zur pathologischen Anatomie der Netzhautzentralgefäße bei der sog. Thrombose der Zentralvene und Embolie der Zentralarterie mit besonderer Berücksichtigung ihrer Beziehungen zu anderweitigen Veränderungen am Sehnervenkopf bei Glaukom und verwandten Zuständen,1923,Zur pathologischen Anatomie der Netzhautzentralgefäße bei der sog. Thrombose der Zentralvene und Embolie der Zentralarterie mit besonderer Berücksichtigung ihrer Beziehungen zu anderweitigen Veränderungen am Sehnervenkopf bei Glaukom und verwandten Zuständen
6147,Über ein Rankenneurom der Orbita,1923,Über ein Rankenneurom der Orbita
6148,Der Cholesteringehalt des Glaskörpers,1923,Der Cholesteringehalt des Glaskörpers
6149,„Abortivheilung“ eines Falles von Primäraffekt der Conjunctiva bulbi mit gleichzeitiger Keratitis parenchymatosa punctata,1923,„Abortivheilung“ eines Falles von Primäraffekt der Conjunctiva bulbi mit gleichzeitiger Keratitis parenchymatosa punctata
6150,Kupferveränderung (Chalkosis) von Linse und Glaskörper mit sekundärer Kupferschädigung der Netzhaut,1923,Kupferveränderung (Chalkosis) von Linse und Glaskörper mit sekundärer Kupferschädigung der Netzhaut
